"","x"
"6774","LARCENY/THEFT"
"6775","ASSAULT"
"6776","ASSAULT"
"6777","ASSAULT"
"6778","NON-CRIMINAL"
"6779","LARCENY/THEFT"
"6780","LARCENY/THEFT"
"6781","NON-CRIMINAL"
"6782","OTHER OFFENSES"
"6783","OTHER OFFENSES"
"6784","OTHER OFFENSES"
"6785","OTHER OFFENSES"
"6786","OTHER OFFENSES"
"6787","LARCENY/THEFT"
"6788","LARCENY/THEFT"
"6789","LARCENY/THEFT"
"6790","SUSPICIOUS OCC"
"6791","OTHER OFFENSES"
"6792","OTHER OFFENSES"
"6793","LARCENY/THEFT"
"6794","OTHER OFFENSES"
"6795","ASSAULT"
"6796","ASSAULT"
"6797","LARCENY/THEFT"
"6798","NON-CRIMINAL"
"6799","NON-CRIMINAL"
"6800","LARCENY/THEFT"
"6801","LARCENY/THEFT"
"6802","LARCENY/THEFT"
"6803","LARCENY/THEFT"
"6804","NON-CRIMINAL"
"6805","NON-CRIMINAL"
"6806","LARCENY/THEFT"
"6807","LARCENY/THEFT"
"6808","LARCENY/THEFT"
"6809","LARCENY/THEFT"
"6810","LARCENY/THEFT"
"6811","LARCENY/THEFT"
"6812","LARCENY/THEFT"
"6813","LARCENY/THEFT"
"6814","LARCENY/THEFT"
"6815","LARCENY/THEFT"
"6816","LARCENY/THEFT"
"6817","ASSAULT"
"6818","LARCENY/THEFT"
"6819","VEHICLE THEFT"
"6820","NON-CRIMINAL"
"6821","LARCENY/THEFT"
"6822","LARCENY/THEFT"
"6823","VANDALISM"
"6824","NON-CRIMINAL"
"6825","LARCENY/THEFT"
"6826","LARCENY/THEFT"
"6827","LARCENY/THEFT"
"6828","NON-CRIMINAL"
"6829","LARCENY/THEFT"
"6830","OTHER OFFENSES"
"6831","OTHER OFFENSES"
"6832","OTHER OFFENSES"
"6833","NON-CRIMINAL"
"6834","NON-CRIMINAL"
"6835","LARCENY/THEFT"
"6836","LARCENY/THEFT"
"6837","LARCENY/THEFT"
"6838","OTHER OFFENSES"
"6839","LARCENY/THEFT"
"6840","LARCENY/THEFT"
"6841","LARCENY/THEFT"
"6842","ASSAULT"
"6843","LARCENY/THEFT"
"6844","LARCENY/THEFT"
"6845","LARCENY/THEFT"
"6846","NON-CRIMINAL"
"6847","OTHER OFFENSES"
"6848","OTHER OFFENSES"
"6849","NON-CRIMINAL"
"6850","OTHER OFFENSES"
"6851","OTHER OFFENSES"
"6852","OTHER OFFENSES"
"6853","NON-CRIMINAL"
"6854","LARCENY/THEFT"
"6855","LARCENY/THEFT"
"6856","LARCENY/THEFT"
"6857","LARCENY/THEFT"
"6858","LARCENY/THEFT"
"6859","LARCENY/THEFT"
"6860","LARCENY/THEFT"
"6861","LARCENY/THEFT"
"6862","OTHER OFFENSES"
"6863","LARCENY/THEFT"
"6864","LARCENY/THEFT"
"6865","LARCENY/THEFT"
"6866","LARCENY/THEFT"
"6867","LARCENY/THEFT"
"6868","LARCENY/THEFT"
"6869","NON-CRIMINAL"
"6870","LARCENY/THEFT"
"6871","LARCENY/THEFT"
"6872","LARCENY/THEFT"
"6873","LARCENY/THEFT"
"6874","NON-CRIMINAL"
"6875","LARCENY/THEFT"
"6876","LARCENY/THEFT"
"6877","LARCENY/THEFT"
"6878","NON-CRIMINAL"
"6879","OTHER OFFENSES"
"6880","OTHER OFFENSES"
"6881","NON-CRIMINAL"
"6882","NON-CRIMINAL"
"6883","NON-CRIMINAL"
"6884","LARCENY/THEFT"
"6885","LARCENY/THEFT"
"6886","NON-CRIMINAL"
"6887","NON-CRIMINAL"
"6888","LARCENY/THEFT"
"6889","OTHER OFFENSES"
"6890","OTHER OFFENSES"
"6891","OTHER OFFENSES"
"6892","NON-CRIMINAL"
"6893","LARCENY/THEFT"
"6894","LARCENY/THEFT"
"6895","NON-CRIMINAL"
"6896","NON-CRIMINAL"
"6897","LARCENY/THEFT"
"6898","ROBBERY"
"6899","LARCENY/THEFT"
"6900","LARCENY/THEFT"
"6901","LARCENY/THEFT"
"6902","NON-CRIMINAL"
"6903","NON-CRIMINAL"
"6904","NON-CRIMINAL"
"6905","LARCENY/THEFT"
"6906","VANDALISM"
"6907","VANDALISM"
"6908","LARCENY/THEFT"
"6909","LARCENY/THEFT"
"6910","NON-CRIMINAL"
"6911","LARCENY/THEFT"
"6912","LARCENY/THEFT"
"6913","NON-CRIMINAL"
"6914","NON-CRIMINAL"
"6915","NON-CRIMINAL"
"6916","LARCENY/THEFT"
"6917","LARCENY/THEFT"
"6918","LARCENY/THEFT"
"6919","LARCENY/THEFT"
"6920","LARCENY/THEFT"
"6921","LARCENY/THEFT"
"6922","NON-CRIMINAL"
"6923","WARRANTS"
"6924","WARRANTS"
"6925","WARRANTS"
"6926","NON-CRIMINAL"
"6927","OTHER OFFENSES"
"6928","NON-CRIMINAL"
"6929","NON-CRIMINAL"
"6930","LARCENY/THEFT"
"6931","LARCENY/THEFT"
"6932","LARCENY/THEFT"
"6933","NON-CRIMINAL"
"6934","LARCENY/THEFT"
"6935","WARRANTS"
"6936","LARCENY/THEFT"
"6937","NON-CRIMINAL"
"6938","LARCENY/THEFT"
"6939","NON-CRIMINAL"
"6940","LARCENY/THEFT"
"6941","LARCENY/THEFT"
"6942","OTHER OFFENSES"
"6943","NON-CRIMINAL"
"6944","LARCENY/THEFT"
"6945","LARCENY/THEFT"
"6946","LARCENY/THEFT"
"6947","LARCENY/THEFT"
"6948","LARCENY/THEFT"
"6949","LARCENY/THEFT"
"6950","OTHER OFFENSES"
"6951","LARCENY/THEFT"
"6952","OTHER OFFENSES"
"6953","LARCENY/THEFT"
"6954","LARCENY/THEFT"
"6955","LARCENY/THEFT"
"6956","OTHER OFFENSES"
"6957","LARCENY/THEFT"
"6958","NON-CRIMINAL"
"6959","NON-CRIMINAL"
"6960","WARRANTS"
"6961","WARRANTS"
"6962","NON-CRIMINAL"
"6963","NON-CRIMINAL"
"6964","LARCENY/THEFT"
"6965","LARCENY/THEFT"
"6966","LARCENY/THEFT"
"6967","NON-CRIMINAL"
"6968","LARCENY/THEFT"
"6969","NON-CRIMINAL"
"6970","OTHER OFFENSES"
"6971","OTHER OFFENSES"
"6972","NON-CRIMINAL"
"6973","VEHICLE THEFT"
"6974","VEHICLE THEFT"
"6975","VEHICLE THEFT"
"6976","LARCENY/THEFT"
"6977","LARCENY/THEFT"
"6978","LARCENY/THEFT"
"6979","SUSPICIOUS OCC"
"6980","LARCENY/THEFT"
"6981","LARCENY/THEFT"
"6982","LARCENY/THEFT"
"6983","LARCENY/THEFT"
"6984","LARCENY/THEFT"
"6985","LARCENY/THEFT"
"6986","LARCENY/THEFT"
"6987","LARCENY/THEFT"
"6988","LARCENY/THEFT"
"6989","OTHER OFFENSES"
"6990","LARCENY/THEFT"
"6991","LARCENY/THEFT"
"6992","LARCENY/THEFT"
"6993","NON-CRIMINAL"
"6994","LARCENY/THEFT"
"6995","ASSAULT"
"6996","NON-CRIMINAL"
"6997","LARCENY/THEFT"
"6998","NON-CRIMINAL"
"6999","NON-CRIMINAL"
"7000","LARCENY/THEFT"
"7001","OTHER OFFENSES"
"7002","LARCENY/THEFT"
"7003","LARCENY/THEFT"
"7004","LARCENY/THEFT"
"7005","LARCENY/THEFT"
"7006","NON-CRIMINAL"
"7007","NON-CRIMINAL"
"7008","LARCENY/THEFT"
"7009","LARCENY/THEFT"
"7010","NON-CRIMINAL"
"7011","LARCENY/THEFT"
"7012","NON-CRIMINAL"
"7013","NON-CRIMINAL"
"7014","NON-CRIMINAL"
"7015","NON-CRIMINAL"
"7016","NON-CRIMINAL"
"7017","LARCENY/THEFT"
"7018","NON-CRIMINAL"
"7019","LARCENY/THEFT"
"7020","LARCENY/THEFT"
"7021","NON-CRIMINAL"
"7022","LARCENY/THEFT"
"7023","LARCENY/THEFT"
"7024","LARCENY/THEFT"
"7025","NON-CRIMINAL"
"7026","NON-CRIMINAL"
"7027","LARCENY/THEFT"
"7028","LARCENY/THEFT"
"7029","LARCENY/THEFT"
"7030","LARCENY/THEFT"
"7031","DRUG/NARCOTIC"
"7032","LARCENY/THEFT"
"7033","NON-CRIMINAL"
"7034","LARCENY/THEFT"
"7035","LARCENY/THEFT"
"7036","ASSAULT"
"7037","ASSAULT"
"7038","LARCENY/THEFT"
"7039","LARCENY/THEFT"
"7040","LARCENY/THEFT"
"7041","NON-CRIMINAL"
"7042","NON-CRIMINAL"
"7043","NON-CRIMINAL"
"7044","NON-CRIMINAL"
"7045","ASSAULT"
"7046","NON-CRIMINAL"
"7047","NON-CRIMINAL"
"7048","OTHER OFFENSES"
"7049","OTHER OFFENSES"
"7050","OTHER OFFENSES"
"7051","NON-CRIMINAL"
"7052","OTHER OFFENSES"
"7053","LARCENY/THEFT"
"7054","ASSAULT"
"7055","NON-CRIMINAL"
"7056","NON-CRIMINAL"
"7057","LARCENY/THEFT"
"7058","LARCENY/THEFT"
"7059","VEHICLE THEFT"
"7060","LARCENY/THEFT"
"7061","NON-CRIMINAL"
"7062","LARCENY/THEFT"
"7063","LARCENY/THEFT"
"7064","LARCENY/THEFT"
"7065","LARCENY/THEFT"
"7066","VEHICLE THEFT"
"7067","ASSAULT"
"7068","VANDALISM"
"7069","LARCENY/THEFT"
"7070","OTHER OFFENSES"
"7071","LARCENY/THEFT"
"7072","VANDALISM"
"7073","VANDALISM"
"7074","VANDALISM"
"7075","VANDALISM"
"7076","VANDALISM"
"7077","ASSAULT"
"7078","LARCENY/THEFT"
"7079","OTHER OFFENSES"
"7080","LARCENY/THEFT"
"7081","LARCENY/THEFT"
"7082","LARCENY/THEFT"
"7083","LARCENY/THEFT"
"7084","LARCENY/THEFT"
"7085","LARCENY/THEFT"
"7086","LARCENY/THEFT"
"7087","LARCENY/THEFT"
"7088","LARCENY/THEFT"
"7089","OTHER OFFENSES"
"7090","NON-CRIMINAL"
"7091","LARCENY/THEFT"
"7092","OTHER OFFENSES"
"7093","OTHER OFFENSES"
"7094","OTHER OFFENSES"
"7095","LARCENY/THEFT"
"7096","OTHER OFFENSES"
"7097","OTHER OFFENSES"
"7098","OTHER OFFENSES"
"7099","LARCENY/THEFT"
"7100","LARCENY/THEFT"
"7101","LARCENY/THEFT"
"7102","LARCENY/THEFT"
"7103","LARCENY/THEFT"
"7104","LARCENY/THEFT"
"7105","LARCENY/THEFT"
"7106","LARCENY/THEFT"
"7107","LARCENY/THEFT"
"7108","LARCENY/THEFT"
"7109","LARCENY/THEFT"
"7110","LARCENY/THEFT"
"7111","LARCENY/THEFT"
"7112","LARCENY/THEFT"
"7113","LARCENY/THEFT"
"7114","LARCENY/THEFT"
"7115","LARCENY/THEFT"
"7116","LARCENY/THEFT"
"7117","LARCENY/THEFT"
"7118","LARCENY/THEFT"
"7119","VEHICLE THEFT"
"7120","LARCENY/THEFT"
"7121","LARCENY/THEFT"
"7122","LARCENY/THEFT"
"7123","LARCENY/THEFT"
"7124","LARCENY/THEFT"
"7125","LARCENY/THEFT"
"7126","BURGLARY"
"7127","BURGLARY"
"7128","BURGLARY"
"7129","LARCENY/THEFT"
"7130","LARCENY/THEFT"
"7131","NON-CRIMINAL"
"7132","LARCENY/THEFT"
"7133","LARCENY/THEFT"
"7134","LARCENY/THEFT"
"7135","LARCENY/THEFT"
"7136","LARCENY/THEFT"
"7137","LARCENY/THEFT"
"7138","LARCENY/THEFT"
"7139","LARCENY/THEFT"
"7140","NON-CRIMINAL"
"7141","NON-CRIMINAL"
"7142","LARCENY/THEFT"
"7143","LARCENY/THEFT"
"7144","LARCENY/THEFT"
"7145","LARCENY/THEFT"
"7146","LARCENY/THEFT"
"7147","LARCENY/THEFT"
"7148","LARCENY/THEFT"
"7149","LARCENY/THEFT"
"7150","LARCENY/THEFT"
"7151","LARCENY/THEFT"
"7152","NON-CRIMINAL"
"7153","LARCENY/THEFT"
"7154","NON-CRIMINAL"
"7155","NON-CRIMINAL"
"7156","LARCENY/THEFT"
"7157","LARCENY/THEFT"
"7158","LARCENY/THEFT"
"7159","LARCENY/THEFT"
"7160","LARCENY/THEFT"
"7161","LARCENY/THEFT"
"7162","LARCENY/THEFT"
"7163","LARCENY/THEFT"
"7164","LARCENY/THEFT"
"7165","LARCENY/THEFT"
"7166","LARCENY/THEFT"
"7167","LARCENY/THEFT"
"7168","LARCENY/THEFT"
"7169","OTHER OFFENSES"
"7170","OTHER OFFENSES"
"7171","OTHER OFFENSES"
"7172","LARCENY/THEFT"
"7173","LARCENY/THEFT"
"7174","LARCENY/THEFT"
"7175","LARCENY/THEFT"
"7176","LARCENY/THEFT"
"7177","LARCENY/THEFT"
"7178","LARCENY/THEFT"
"7179","WARRANTS"
"7180","WARRANTS"
"7181","WARRANTS"
"7182","VANDALISM"
"7183","LARCENY/THEFT"
"7184","VANDALISM"
"7185","ASSAULT"
"7186","VANDALISM"
"7187","LARCENY/THEFT"
"7188","LARCENY/THEFT"
"7189","NON-CRIMINAL"
"7190","NON-CRIMINAL"
"7191","OTHER OFFENSES"
"7192","NON-CRIMINAL"
"7193","DRUNKENNESS"
"7194","VANDALISM"
"7195","VANDALISM"
"7196","OTHER OFFENSES"
"7197","VANDALISM"
"7198","LARCENY/THEFT"
"7199","OTHER OFFENSES"
"7200","OTHER OFFENSES"
"7201","LARCENY/THEFT"
"7202","LARCENY/THEFT"
"7203","LARCENY/THEFT"
"7204","LARCENY/THEFT"
"7205","LARCENY/THEFT"
"7206","LARCENY/THEFT"
"7207","ASSAULT"
"7208","LARCENY/THEFT"
"7209","LARCENY/THEFT"
"7210","LARCENY/THEFT"
"7211","LARCENY/THEFT"
"7212","LARCENY/THEFT"
"7213","LARCENY/THEFT"
"7214","LARCENY/THEFT"
"7215","LARCENY/THEFT"
"7216","LARCENY/THEFT"
"7217","LARCENY/THEFT"
"7218","LARCENY/THEFT"
"7219","NON-CRIMINAL"
"7220","LARCENY/THEFT"
"7221","LARCENY/THEFT"
"7222","LARCENY/THEFT"
"7223","LARCENY/THEFT"
"7224","LARCENY/THEFT"
"7225","LARCENY/THEFT"
"7226","LARCENY/THEFT"
"7227","OTHER OFFENSES"
"7228","ASSAULT"
"7229","OTHER OFFENSES"
"7230","OTHER OFFENSES"
"7231","LARCENY/THEFT"
"7232","LARCENY/THEFT"
"7233","LARCENY/THEFT"
"7234","NON-CRIMINAL"
"7235","LARCENY/THEFT"
"7236","LARCENY/THEFT"
"7237","LARCENY/THEFT"
"7238","LARCENY/THEFT"
"7239","LARCENY/THEFT"
"7240","LARCENY/THEFT"
"7241","LARCENY/THEFT"
"7242","VANDALISM"
"7243","VANDALISM"
"7244","OTHER OFFENSES"
"7245","VANDALISM"
"7246","LARCENY/THEFT"
"7247","LARCENY/THEFT"
"7248","LARCENY/THEFT"
"7249","LARCENY/THEFT"
"7250","LARCENY/THEFT"
"7251","ASSAULT"
"7252","OTHER OFFENSES"
"7253","LARCENY/THEFT"
"7254","LARCENY/THEFT"
"7255","LARCENY/THEFT"
"7256","LARCENY/THEFT"
"7257","VEHICLE THEFT"
"7258","LARCENY/THEFT"
"7259","OTHER OFFENSES"
"7260","ASSAULT"
"7261","ASSAULT"
"7262","ASSAULT"
"7263","LARCENY/THEFT"
"7264","LARCENY/THEFT"
"7265","LARCENY/THEFT"
"7266","LARCENY/THEFT"
"7267","LARCENY/THEFT"
"7268","ASSAULT"
"7269","LARCENY/THEFT"
"7270","LARCENY/THEFT"
"7271","OTHER OFFENSES"
"7272","LARCENY/THEFT"
"7273","OTHER OFFENSES"
"7274","LARCENY/THEFT"
"7275","LARCENY/THEFT"
"7276","OTHER OFFENSES"
"7277","OTHER OFFENSES"
"7278","LARCENY/THEFT"
"7279","NON-CRIMINAL"
"7280","NON-CRIMINAL"
"7281","MISSING PERSON"
"7282","LARCENY/THEFT"
"7283","LARCENY/THEFT"
"7284","LARCENY/THEFT"
"7285","LARCENY/THEFT"
"7286","NON-CRIMINAL"
"7287","OTHER OFFENSES"
"7288","LARCENY/THEFT"
"7289","LARCENY/THEFT"
"7290","NON-CRIMINAL"
"7291","LARCENY/THEFT"
"7292","OTHER OFFENSES"
"7293","LARCENY/THEFT"
"7294","LARCENY/THEFT"
"7295","ASSAULT"
"7296","OTHER OFFENSES"
"7297","OTHER OFFENSES"
"7298","VANDALISM"
"7299","LARCENY/THEFT"
"7300","OTHER OFFENSES"
"7301","LARCENY/THEFT"
"7302","ASSAULT"
"7303","LARCENY/THEFT"
"7304","LARCENY/THEFT"
"7305","LARCENY/THEFT"
"7306","LARCENY/THEFT"
"7307","LARCENY/THEFT"
"7308","LARCENY/THEFT"
"7309","LARCENY/THEFT"
"7310","VEHICLE THEFT"
"7311","LARCENY/THEFT"
"7312","LARCENY/THEFT"
"7313","LARCENY/THEFT"
"7314","NON-CRIMINAL"
"7315","NON-CRIMINAL"
"7316","LARCENY/THEFT"
"7317","LARCENY/THEFT"
"7318","LARCENY/THEFT"
"7319","LARCENY/THEFT"
"7320","LARCENY/THEFT"
"7321","LARCENY/THEFT"
"7322","LARCENY/THEFT"
"7323","LARCENY/THEFT"
"7324","LARCENY/THEFT"
"7325","LARCENY/THEFT"
"7326","OTHER OFFENSES"
"7327","OTHER OFFENSES"
"7328","OTHER OFFENSES"
"7329","LARCENY/THEFT"
"7330","ASSAULT"
"7331","LARCENY/THEFT"
"7332","LARCENY/THEFT"
"7333","MISSING PERSON"
"7334","MISSING PERSON"
"7335","ASSAULT"
"7336","ASSAULT"
"7337","ASSAULT"
"7338","LARCENY/THEFT"
"7339","OTHER OFFENSES"
"7340","LARCENY/THEFT"
"7341","LARCENY/THEFT"
"7342","LARCENY/THEFT"
"7343","LARCENY/THEFT"
"7344","LARCENY/THEFT"
"7345","LARCENY/THEFT"
"7346","LARCENY/THEFT"
"7347","LARCENY/THEFT"
"7348","LARCENY/THEFT"
"7349","WARRANTS"
"7350","LARCENY/THEFT"
"7351","LARCENY/THEFT"
"7352","ASSAULT"
"7353","ASSAULT"
"7354","LARCENY/THEFT"
"7355","LARCENY/THEFT"
"7356","LARCENY/THEFT"
"7357","LARCENY/THEFT"
"7358","VANDALISM"
"7359","VANDALISM"
"7360","LARCENY/THEFT"
"7361","VANDALISM"
"7362","LARCENY/THEFT"
"7363","LARCENY/THEFT"
"7364","NON-CRIMINAL"
"7365","NON-CRIMINAL"
"7366","NON-CRIMINAL"
"7367","ASSAULT"
"7368","OTHER OFFENSES"
"7369","OTHER OFFENSES"
"7370","LARCENY/THEFT"
"7371","LARCENY/THEFT"
"7372","LARCENY/THEFT"
"7373","LARCENY/THEFT"
"7374","NON-CRIMINAL"
"7375","LARCENY/THEFT"
"7376","LARCENY/THEFT"
"7377","LARCENY/THEFT"
"7378","LARCENY/THEFT"
"7379","LARCENY/THEFT"
"7380","LARCENY/THEFT"
"7381","LARCENY/THEFT"
"7382","LARCENY/THEFT"
"7383","LARCENY/THEFT"
"7384","LARCENY/THEFT"
"7385","LARCENY/THEFT"
"7386","VANDALISM"
"7387","LARCENY/THEFT"
"7388","LARCENY/THEFT"
"7389","OTHER OFFENSES"
"7390","LARCENY/THEFT"
"7391","NON-CRIMINAL"
"7392","NON-CRIMINAL"
"7393","NON-CRIMINAL"
"7394","NON-CRIMINAL"
"7395","LARCENY/THEFT"
"7396","MISSING PERSON"
"7397","MISSING PERSON"
"7398","OTHER OFFENSES"
"7399","LARCENY/THEFT"
"7400","LARCENY/THEFT"
"7401","LARCENY/THEFT"
"7402","LARCENY/THEFT"
"7403","LARCENY/THEFT"
"7404","BURGLARY"
"7405","BURGLARY"
"7406","OTHER OFFENSES"
"7407","OTHER OFFENSES"
"7408","LARCENY/THEFT"
"7409","LARCENY/THEFT"
"7410","LARCENY/THEFT"
"7411","LARCENY/THEFT"
"7412","LARCENY/THEFT"
"7413","LARCENY/THEFT"
"7414","LARCENY/THEFT"
"7415","NON-CRIMINAL"
"7416","VEHICLE THEFT"
"7417","LARCENY/THEFT"
"7418","LARCENY/THEFT"
"7419","LARCENY/THEFT"
"7420","LARCENY/THEFT"
"7421","LARCENY/THEFT"
"7422","VANDALISM"
"7423","LARCENY/THEFT"
"7424","ASSAULT"
"7425","LARCENY/THEFT"
"7426","OTHER OFFENSES"
"7427","OTHER OFFENSES"
"7428","OTHER OFFENSES"
"7429","OTHER OFFENSES"
"7430","LARCENY/THEFT"
"7431","LARCENY/THEFT"
"7432","LARCENY/THEFT"
"7433","LARCENY/THEFT"
"7434","LARCENY/THEFT"
"7435","LARCENY/THEFT"
"7436","LARCENY/THEFT"
"7437","LARCENY/THEFT"
"7438","LARCENY/THEFT"
"7439","LARCENY/THEFT"
"7440","LARCENY/THEFT"
"7441","LARCENY/THEFT"
"7442","LARCENY/THEFT"
"7443","NON-CRIMINAL"
"7444","NON-CRIMINAL"
"7445","LARCENY/THEFT"
"7446","NON-CRIMINAL"
"7447","OTHER OFFENSES"
"7448","NON-CRIMINAL"
"7449","ASSAULT"
"7450","OTHER OFFENSES"
"7451","LARCENY/THEFT"
"7452","LARCENY/THEFT"
"7453","LARCENY/THEFT"
"7454","LARCENY/THEFT"
"7455","LARCENY/THEFT"
"7456","LARCENY/THEFT"
"7457","LARCENY/THEFT"
"7458","LARCENY/THEFT"
"7459","NON-CRIMINAL"
"7460","VANDALISM"
"7461","VANDALISM"
"7462","NON-CRIMINAL"
"7463","OTHER OFFENSES"
"7464","LARCENY/THEFT"
"7465","LARCENY/THEFT"
"7466","LARCENY/THEFT"
"7467","LARCENY/THEFT"
"7468","LARCENY/THEFT"
"7469","VANDALISM"
"7470","NON-CRIMINAL"
"7471","LARCENY/THEFT"
"7472","LARCENY/THEFT"
"7473","LARCENY/THEFT"
"7474","LARCENY/THEFT"
"7475","LARCENY/THEFT"
"7476","LARCENY/THEFT"
"7477","OTHER OFFENSES"
"7478","OTHER OFFENSES"
"7479","LARCENY/THEFT"
"7480","LARCENY/THEFT"
"7481","OTHER OFFENSES"
"7482","ASSAULT"
"7483","ASSAULT"
"7484","NON-CRIMINAL"
"7485","LARCENY/THEFT"
"7486","LARCENY/THEFT"
"7487","LARCENY/THEFT"
"7488","SUSPICIOUS OCC"
"7489","LARCENY/THEFT"
"7490","LARCENY/THEFT"
"7491","LARCENY/THEFT"
"7492","LARCENY/THEFT"
"7493","LARCENY/THEFT"
"7494","LARCENY/THEFT"
"7495","LARCENY/THEFT"
"7496","LARCENY/THEFT"
"7497","LARCENY/THEFT"
"7498","LARCENY/THEFT"
"7499","OTHER OFFENSES"
"7500","OTHER OFFENSES"
"7501","LARCENY/THEFT"
"7502","LARCENY/THEFT"
"7503","OTHER OFFENSES"
"7504","OTHER OFFENSES"
"7505","OTHER OFFENSES"
"7506","LARCENY/THEFT"
"7507","LARCENY/THEFT"
"7508","LARCENY/THEFT"
"7509","LARCENY/THEFT"
"7510","LARCENY/THEFT"
"7511","LARCENY/THEFT"
"7512","LARCENY/THEFT"
"7513","LARCENY/THEFT"
"7514","LARCENY/THEFT"
"7515","NON-CRIMINAL"
"7516","LARCENY/THEFT"
"7517","LARCENY/THEFT"
"7518","LARCENY/THEFT"
"7519","LARCENY/THEFT"
"7520","LARCENY/THEFT"
"7521","LARCENY/THEFT"
"7522","LARCENY/THEFT"
"7523","LARCENY/THEFT"
"7524","LARCENY/THEFT"
"7525","OTHER OFFENSES"
"7526","OTHER OFFENSES"
"7527","OTHER OFFENSES"
"7528","LARCENY/THEFT"
"7529","ASSAULT"
"7530","LARCENY/THEFT"
"7531","LARCENY/THEFT"
"7532","OTHER OFFENSES"
"7533","LARCENY/THEFT"
"7534","VANDALISM"
"7535","LARCENY/THEFT"
"7536","LARCENY/THEFT"
"7537","LARCENY/THEFT"
"7538","LARCENY/THEFT"
"7539","NON-CRIMINAL"
"7540","NON-CRIMINAL"
"7541","OTHER OFFENSES"
"7542","LARCENY/THEFT"
"7543","LARCENY/THEFT"
"7544","NON-CRIMINAL"
"7545","LARCENY/THEFT"
"7546","LARCENY/THEFT"
"7547","LARCENY/THEFT"
"7548","LARCENY/THEFT"
"7549","LARCENY/THEFT"
"7550","LARCENY/THEFT"
"7551","LARCENY/THEFT"
"7552","LARCENY/THEFT"
"7553","LARCENY/THEFT"
"7554","LARCENY/THEFT"
"7555","LARCENY/THEFT"
"7556","VEHICLE THEFT"
"7557","OTHER OFFENSES"
"7558","LARCENY/THEFT"
"7559","NON-CRIMINAL"
"7560","LARCENY/THEFT"
"7561","LARCENY/THEFT"
"7562","LARCENY/THEFT"
"7563","LARCENY/THEFT"
"7564","LARCENY/THEFT"
"7565","LARCENY/THEFT"
"7566","LARCENY/THEFT"
"7567","NON-CRIMINAL"
"7568","NON-CRIMINAL"
"7569","ROBBERY"
"7570","LARCENY/THEFT"
"7571","LARCENY/THEFT"
"7572","OTHER OFFENSES"
"7573","ASSAULT"
"7574","NON-CRIMINAL"
"7575","VEHICLE THEFT"
"7576","VANDALISM"
"7577","LARCENY/THEFT"
"7578","LARCENY/THEFT"
"7579","LARCENY/THEFT"
"7580","LARCENY/THEFT"
"7581","LARCENY/THEFT"
"7582","NON-CRIMINAL"
"7583","NON-CRIMINAL"
"7584","NON-CRIMINAL"
"7585","LARCENY/THEFT"
"7586","LARCENY/THEFT"
"7587","LARCENY/THEFT"
"7588","LARCENY/THEFT"
"7589","LARCENY/THEFT"
"7590","LARCENY/THEFT"
"7591","LARCENY/THEFT"
"7592","LARCENY/THEFT"
"7593","LARCENY/THEFT"
"7594","OTHER OFFENSES"
"7595","OTHER OFFENSES"
"7596","LARCENY/THEFT"
"7597","OTHER OFFENSES"
"7598","LARCENY/THEFT"
"7599","LARCENY/THEFT"
"7600","LARCENY/THEFT"
"7601","LARCENY/THEFT"
"7602","OTHER OFFENSES"
"7603","OTHER OFFENSES"
"7604","LARCENY/THEFT"
"7605","LARCENY/THEFT"
"7606","LARCENY/THEFT"
"7607","LARCENY/THEFT"
"7608","VEHICLE THEFT"
"7609","VEHICLE THEFT"
"7610","VEHICLE THEFT"
"7611","LARCENY/THEFT"
"7612","NON-CRIMINAL"
"7613","FRAUD"
"7614","ASSAULT"
"7615","LARCENY/THEFT"
"7616","OTHER OFFENSES"
"7617","LARCENY/THEFT"
"7618","LARCENY/THEFT"
"7619","LARCENY/THEFT"
"7620","MISSING PERSON"
"7621","OTHER OFFENSES"
"7622","OTHER OFFENSES"
"7623","LARCENY/THEFT"
"7624","OTHER OFFENSES"
"7625","FRAUD"
"7626","FRAUD"
"7627","FRAUD"
"7628","LARCENY/THEFT"
"7629","LARCENY/THEFT"
"7630","LARCENY/THEFT"
"7631","LARCENY/THEFT"
"7632","LARCENY/THEFT"
"7633","BURGLARY"
"7634","LARCENY/THEFT"
"7635","OTHER OFFENSES"
"7636","LARCENY/THEFT"
"7637","LARCENY/THEFT"
"7638","OTHER OFFENSES"
"7639","LARCENY/THEFT"
"7640","OTHER OFFENSES"
"7641","LARCENY/THEFT"
"7642","OTHER OFFENSES"
"7643","LARCENY/THEFT"
"7644","LARCENY/THEFT"
"7645","LARCENY/THEFT"
"7646","LARCENY/THEFT"
"7647","LARCENY/THEFT"
"7648","LARCENY/THEFT"
"7649","LARCENY/THEFT"
"7650","LARCENY/THEFT"
"7651","LARCENY/THEFT"
"7652","LARCENY/THEFT"
"7653","OTHER OFFENSES"
"7654","LARCENY/THEFT"
"7655","OTHER OFFENSES"
"7656","LARCENY/THEFT"
"7657","OTHER OFFENSES"
"7658","OTHER OFFENSES"
"7659","LARCENY/THEFT"
"7660","LARCENY/THEFT"
"7661","LARCENY/THEFT"
"7662","LARCENY/THEFT"
"7663","LARCENY/THEFT"
"7664","ASSAULT"
"7665","LARCENY/THEFT"
"7666","ASSAULT"
"7667","ASSAULT"
"7668","ASSAULT"
"7669","LARCENY/THEFT"
"7670","LARCENY/THEFT"
"7671","LARCENY/THEFT"
